nodeName	altName	nodeAttr[nodesPresent, ]
OR8S1	OR8S1	red
ESR2	ESR2	red
CYP51A1	CYP51A1	red
AHNAK2	AHNAK2	red
ZC3HAV1L	ZC3HAV1L	red
WDR86	WDR86	red
TMPPE	TMPPE	red
CENPI	CENPI	red
KLF8	KLF8	red
ASAP2	ASAP2	red
CNTNAP3	CNTNAP3	red
GNB4	GNB4	red
SPDYE2	SPDYE2	red
DCHS2	DCHS2	red
ZNF23	ZNF23	red
MROH1	MROH1	red
ADRA1A	ADRA1A	red
TEX9	TEX9	red
TMEM150C	TMEM150C	red
C6orf164	C6orf164	red
CELA2B	CELA2B	red
FAM194B	FAM194B	red
AC010642.1	AC010642.1	red
FAM78B	FAM78B	red
KLHDC10	KLHDC10	red
PTGES	PTGES	red
AC005003.1	AC005003.1	red
MTPN	MTPN	red
BZRAP1	BZRAP1	red
AC004076.9	AC004076.9	red
AP000322.53	AP000322.53	red
ZNF597	ZNF597	red
RP11-159G9.5	RP11-159G9.5	red
TBC1D5	TBC1D5	red
AL020996.1	AL020996.1	red
NFAT5	NFAT5	red
LTB4R2	LTB4R2	red
PAG1	PAG1	red
ZNF714	ZNF714	red
RSPH3	RSPH3	red
FTO	FTO	red
ESR1	ESR1	red
STRIP1	STRIP1	red
AC104057.1	AC104057.1	red
FBXL13	FBXL13	red
MARCH6	MARCH6	red
ZFP69B	ZFP69B	red
MED12L	MED12L	red
SHROOM3	SHROOM3	red
ANKRD45	ANKRD45	red
ZNF426	ZNF426	red
GOLGA8H	GOLGA8H	red
PDE3B	PDE3B	red
PHIP	PHIP	red
ALG11	ALG11	red
DAPK1	DAPK1	red
PCDHA1	PCDHA1	red
PLBD2	PLBD2	red
ERV3-1	ERV3-1	red
TTC34	TTC34	red
RPP14	RPP14	red
RNF169	RNF169	red
SELRC1	SELRC1	red
ZNF778	ZNF778	red
ABCC11	ABCC11	red
DNAH10	DNAH10	red
ZNF774	ZNF774	red
GUCY2C	GUCY2C	red
SGPP2	SGPP2	red
DDX6	DDX6	red
XRCC2	XRCC2	red
ARL5C	ARL5C	red
ATP1A4	ATP1A4	red
GABRB1	GABRB1	red
PTPN14	PTPN14	red
TSTD2	TSTD2	red
SCN11A	SCN11A	red
IQCJ-SCHIP1	IQCJ-SCHIP1	red
ASCL5	ASCL5	red
PDF	PDF	red
USP32	USP32	red
