nodeName	altName	nodeAttr[nodesPresent, ]
RP11-122A3.2	RP11-122A3.2	blue
TMEM71	TMEM71	blue
ATP1B2	ATP1B2	blue
ARID5A	ARID5A	blue
TSKU	TSKU	blue
EMILIN1	EMILIN1	blue
FGF11	FGF11	blue
EIF4EBP1	EIF4EBP1	blue
BTG2	BTG2	blue
ABCA4	ABCA4	blue
FOXL2	FOXL2	blue
ABCB4	ABCB4	blue
CDC14A	CDC14A	blue
RAB34	RAB34	blue
AFAP1L1	AFAP1L1	blue
ID1	ID1	blue
PDE5A	PDE5A	blue
LOXL1	LOXL1	blue
ENG	ENG	blue
ARHGAP42	ARHGAP42	blue
SLC2A10	SLC2A10	blue
PLA2G5	PLA2G5	blue
ANKFN1	ANKFN1	blue
OAS3	OAS3	blue
SLC6A16	SLC6A16	blue
KDR	KDR	blue
TGFBR3	TGFBR3	blue
LTBP2	LTBP2	blue
OVCH1	OVCH1	blue
BHMT2	BHMT2	blue
SH3BP2	SH3BP2	blue
ADPRH	ADPRH	blue
DDX60	DDX60	blue
ADCY4	ADCY4	blue
PIFO	PIFO	blue
ARHGAP10	ARHGAP10	blue
MCF2L2	MCF2L2	blue
PARD3B	PARD3B	blue
ARHGAP31	ARHGAP31	blue
MYC	MYC	blue
MT-ND3	MT-ND3	blue
MAP3K8	MAP3K8	blue
RDH10	RDH10	blue
SNAI2	SNAI2	blue
PDGFRB	PDGFRB	blue
LFNG	LFNG	blue
AXL	AXL	blue
DSC2	DSC2	blue
TNXB	TNXB	blue
PIM1	PIM1	blue
FLVCR2	FLVCR2	blue
JAG1	JAG1	blue
PDLIM7	PDLIM7	blue
ISYNA1	ISYNA1	blue
RAMP3	RAMP3	blue
HHEX	HHEX	blue
ABCC9	ABCC9	blue
SHE	SHE	blue
SAMD9L	SAMD9L	blue
SLC12A7	SLC12A7	blue
AC105020.1	AC105020.1	blue
ACOX2	ACOX2	blue
RHPN2	RHPN2	blue
SLC19A3	SLC19A3	blue
PCDH18	PCDH18	blue
ITIH2	ITIH2	blue
GPRC5C	GPRC5C	blue
KIRREL	KIRREL	blue
CALD1	CALD1	blue
CYBRD1	CYBRD1	blue
PLEKHO2	PLEKHO2	blue
GIMAP2	GIMAP2	blue
EGFR	EGFR	blue
NXN	NXN	blue
RREB1	RREB1	blue
APOBEC3F	APOBEC3F	blue
GLIS3	GLIS3	blue
MRPS6	MRPS6	blue
DIAPH3	DIAPH3	blue
MX2	MX2	blue
SPARC	SPARC	blue
INHBB	INHBB	blue
LRIG1	LRIG1	blue
TRAF3IP2	TRAF3IP2	blue
ARPC1B	ARPC1B	blue
KANK3	KANK3	blue
VASP	VASP	blue
ARRDC3	ARRDC3	blue
FES	FES	blue
ANKRD37	ANKRD37	blue
EMCN	EMCN	blue
IMPA2	IMPA2	blue
KCNN4	KCNN4	blue
PALMD	PALMD	blue
PLCD1	PLCD1	blue
TCN2	TCN2	blue
SLFN11	SLFN11	blue
CYYR1	CYYR1	blue
SMAGP	SMAGP	blue
GABRG1	GABRG1	blue
PPP1R3C	PPP1R3C	blue
IL20RA	IL20RA	blue
RHOJ	RHOJ	blue
VASN	VASN	blue
ID4	ID4	blue
PRKCH	PRKCH	blue
METRNL	METRNL	blue
EHD2	EHD2	blue
AC018816.3	AC018816.3	blue
TUBB2B	TUBB2B	blue
LYN	LYN	blue
TNFRSF10B	TNFRSF10B	blue
FAM115C	FAM115C	blue
SOX17	SOX17	blue
HLA-E	HLA-E	blue
HLA-B	HLA-B	blue
ESAM	ESAM	blue
MICA	MICA	blue
SLC7A11	SLC7A11	blue
IL15	IL15	blue
SLC6A13	SLC6A13	blue
ROR1	ROR1	blue
NHS	NHS	blue
SDC2	SDC2	blue
RRAS	RRAS	blue
LIX1	LIX1	blue
FSTL1	FSTL1	blue
NFKBIA	NFKBIA	blue
MATN4	MATN4	blue
GRAMD2	GRAMD2	blue
ELOVL7	ELOVL7	blue
PSMB8	PSMB8	blue
FLI1	FLI1	blue
PLCE1	PLCE1	blue
RYR3	RYR3	blue
LEF1	LEF1	blue
S100A14	S100A14	blue
TLR4	TLR4	blue
FAM27E3	FAM27E3	blue
CD151	CD151	blue
HYAL1	HYAL1	blue
NGF	NGF	blue
CLIC2	CLIC2	blue
TSPAN12	TSPAN12	blue
PTP4A3	PTP4A3	blue
ARTN	ARTN	blue
BOC	BOC	blue
ATP1A2	ATP1A2	blue
TAP1	TAP1	blue
GNA14	GNA14	blue
ITPR2	ITPR2	blue
GRTP1	GRTP1	blue
CAV2	CAV2	blue
ZNF442	ZNF442	blue
PLAT	PLAT	blue
PON3	PON3	blue
MT-ATP6	MT-ATP6	blue
RHBDF1	RHBDF1	blue
CACHD1	CACHD1	blue
ITIH5	ITIH5	blue
COX4I2	COX4I2	blue
SLC39A14	SLC39A14	blue
IFI35	IFI35	blue
EPAS1	EPAS1	blue
CFLAR	CFLAR	blue
BTN2A2	BTN2A2	blue
ERG	ERG	blue
ANO6	ANO6	blue
MXRA5	MXRA5	blue
WTIP	WTIP	blue
NUSAP1	NUSAP1	blue
ZMYM6NB	ZMYM6NB	blue
ADRB2	ADRB2	blue
MYCT1	MYCT1	blue
FBLN5	FBLN5	blue
KCNE3	KCNE3	blue
TIE1	TIE1	blue
EPSTI1	EPSTI1	blue
GIMAP8	GIMAP8	blue
F11R	F11R	blue
TRIM21	TRIM21	blue
RHOC	RHOC	blue
TRIM22	TRIM22	blue
RNF152	RNF152	blue
APOL3	APOL3	blue
NEK6	NEK6	blue
NEDD4	NEDD4	blue
ARHGAP29	ARHGAP29	blue
FAM89A	FAM89A	blue
