nodeName	altName	nodeAttr[nodesPresent, ]
S1PR1	S1PR1	green
C4orf19	C4orf19	green
CYP2S1	CYP2S1	green
ACSBG1	ACSBG1	green
NR2E1	NR2E1	green
AGT	AGT	green
ZIC5	ZIC5	green
HNF4G	HNF4G	green
ATP1B2	ATP1B2	green
TSKU	TSKU	green
SALL3	SALL3	green
FGF11	FGF11	green
TTC16	TTC16	green
CDC14A	CDC14A	green
RAB34	RAB34	green
ARHGAP42	ARHGAP42	green
SLC2A10	SLC2A10	green
PLA2G5	PLA2G5	green
ANKFN1	ANKFN1	green
SLC6A16	SLC6A16	green
TGFBR3	TGFBR3	green
BHMT2	BHMT2	green
SH3BP2	SH3BP2	green
PIFO	PIFO	green
SMOX	SMOX	green
APOE	APOE	green
AC139100.2	AC139100.2	green
ZNF423	ZNF423	green
ASB4	ASB4	green
ARHGAP31	ARHGAP31	green
RDH10	RDH10	green
LFNG	LFNG	green
DUSP9	DUSP9	green
NHSL1	NHSL1	green
AXL	AXL	green
CHDH	CHDH	green
TNXB	TNXB	green
DNAI1	DNAI1	green
SULT1A2	SULT1A2	green
RFX2	RFX2	green
RP1-130H16.18	RP1-130H16.18	green
CCDC151	CCDC151	green
SYTL1	SYTL1	green
GATSL3	GATSL3	green
ABCC9	ABCC9	green
AC105020.1	AC105020.1	green
ACOX2	ACOX2	green
OTX1	OTX1	green
C16orf89	C16orf89	green
RHPN2	RHPN2	green
GPRC5C	GPRC5C	green
LAMA1	LAMA1	green
PON1	PON1	green
CYBRD1	CYBRD1	green
PLEKHO2	PLEKHO2	green
EGFR	EGFR	green
RREB1	RREB1	green
TNFSF13	TNFSF13	green
ATP13A4	ATP13A4	green
GLIS3	GLIS3	green
MTSS1L	MTSS1L	green
METTL7A	METTL7A	green
ARSF	ARSF	green
TMEM110-MUSTN1	TMEM110-MUSTN1	green
VWA3A	VWA3A	green
INHBB	INHBB	green
PRDM16	PRDM16	green
LRIG1	LRIG1	green
TRAF3IP2	TRAF3IP2	green
IGDCC4	IGDCC4	green
GPR56	GPR56	green
IMPA2	IMPA2	green
PLCD1	PLCD1	green
GABRG1	GABRG1	green
PPP1R3C	PPP1R3C	green
DHRS3	DHRS3	green
IL20RA	IL20RA	green
RHOJ	RHOJ	green
ID4	ID4	green
MLC1	MLC1	green
TUBB2B	TUBB2B	green
SLC7A11	SLC7A11	green
NR1D1	NR1D1	green
ALDH4A1	ALDH4A1	green
EZR	EZR	green
SH2B2	SH2B2	green
SDC2	SDC2	green
PABPC3	PABPC3	green
LIX1	LIX1	green
FSTL1	FSTL1	green
NBEAL2	NBEAL2	green
RYR3	RYR3	green
S100A14	S100A14	green
TLR4	TLR4	green
SSC5D	SSC5D	green
