nodeName	altName	nodeAttr[nodesPresent, ]
TMEM106A	TMEM106A	black
PLCG2	PLCG2	black
TLR10	TLR10	black
BIN2	BIN2	black
RGS10	RGS10	black
HAVCR2	HAVCR2	black
CARD9	CARD9	black
SAMSN1	SAMSN1	black
PIK3CG	PIK3CG	black
CCDC88B	CCDC88B	black
HIST1H2BD	HIST1H2BD	black
PTGS1	PTGS1	black
SYTL3	SYTL3	black
SLC7A7	SLC7A7	black
OLFML3	OLFML3	black
RAB3IL1	RAB3IL1	black
B3GNT5	B3GNT5	black
VAV1	VAV1	black
SLA	SLA	black
HIST2H2BF	HIST2H2BF	black
AOAH	AOAH	black
PLA2G4B	PLA2G4B	black
PYCARD	PYCARD	black
IRF5	IRF5	black
INPP5D	INPP5D	black
PLEK	PLEK	black
OLR1	OLR1	black
MB21D1	MB21D1	black
PLBD1	PLBD1	black
DEF6	DEF6	black
ADAM12	ADAM12	black
MAP7D3	MAP7D3	black
KCNJ5	KCNJ5	black
ADAP2	ADAP2	black
LRRC46	LRRC46	black
DOK1	DOK1	black
TLDC2	TLDC2	black
HPSE	HPSE	black
FBP1	FBP1	black
GPR160	GPR160	black
C2	C2	black
PLCB2	PLCB2	black
GNGT2	GNGT2	black
CXCL16	CXCL16	black
MAP4K1	MAP4K1	black
BMF	BMF	black
RNASET2	RNASET2	black
ZMYND15	ZMYND15	black
ZDHHC19	ZDHHC19	black
GAB3	GAB3	black
LPAR6	LPAR6	black
LPCAT2	LPCAT2	black
ASCL2	ASCL2	black
ARHGDIB	ARHGDIB	black
LRRC33	LRRC33	black
IL16	IL16	black
