nodeName	altName	nodeAttr[nodesPresent, ]
STK31	STK31	turquoise
NUF2	NUF2	turquoise
ADIPOR2	ADIPOR2	turquoise
ZMYND10	ZMYND10	turquoise
RFTN2	RFTN2	turquoise
DUSP10	DUSP10	turquoise
PDE1C	PDE1C	turquoise
BVES	BVES	turquoise
KIAA1598	KIAA1598	turquoise
SUV420H2	SUV420H2	turquoise
SH3BP4	SH3BP4	turquoise
BRCA2	BRCA2	turquoise
C11orf21	C11orf21	turquoise
LAYN	LAYN	turquoise
STEAP1B	STEAP1B	turquoise
ZNF90	ZNF90	turquoise
GINS4	GINS4	turquoise
GPRC5B	GPRC5B	turquoise
LYPD3	LYPD3	turquoise
JAM3	JAM3	turquoise
USP54	USP54	turquoise
ZNF652	ZNF652	turquoise
FAM124A	FAM124A	turquoise
C19orf18	C19orf18	turquoise
PLEKHB1	PLEKHB1	turquoise
TBC1D29	TBC1D29	turquoise
TMEM165	TMEM165	turquoise
CGN	CGN	turquoise
CD82	CD82	turquoise
OCLN	OCLN	turquoise
HMX1	HMX1	turquoise
MICALL1	MICALL1	turquoise
SH3PXD2B	SH3PXD2B	turquoise
SOX3	SOX3	turquoise
LEAP2	LEAP2	turquoise
ANP32B	ANP32B	turquoise
FAM53B	FAM53B	turquoise
GAB2	GAB2	turquoise
LLGL1	LLGL1	turquoise
TMEM140	TMEM140	turquoise
IKZF2	IKZF2	turquoise
RDH5	RDH5	turquoise
C18orf54	C18orf54	turquoise
MYO15B	MYO15B	turquoise
PLEKHG4	PLEKHG4	turquoise
KCNE1L	KCNE1L	turquoise
RDH16	RDH16	turquoise
PKP4	PKP4	turquoise
UACA	UACA	turquoise
C1orf198	C1orf198	turquoise
SFT2D2	SFT2D2	turquoise
GAB1	GAB1	turquoise
HOMER3	HOMER3	turquoise
CARHSP1	CARHSP1	turquoise
SHB	SHB	turquoise
RP11-537P22.1	RP11-537P22.1	turquoise
CD55	CD55	turquoise
PHF16	PHF16	turquoise
SPOCK3	SPOCK3	turquoise
ZHX1-C8ORF76	ZHX1-C8ORF76	turquoise
MAP6D1	MAP6D1	turquoise
ZDHHC9	ZDHHC9	turquoise
SPSB1	SPSB1	turquoise
CCDC15	CCDC15	turquoise
CDC42EP2	CDC42EP2	turquoise
FOXN2	FOXN2	turquoise
DUOX1	DUOX1	turquoise
CENPB	CENPB	turquoise
SEMA6A	SEMA6A	turquoise
SFTPC	SFTPC	turquoise
AATK	AATK	turquoise
NUTM2D	NUTM2D	turquoise
MEIS1	MEIS1	turquoise
SLC4A5	SLC4A5	turquoise
CDR2L	CDR2L	turquoise
FGFR2	FGFR2	turquoise
ACSL1	ACSL1	turquoise
C11orf65	C11orf65	turquoise
TAS2R20	TAS2R20	turquoise
CCDC150	CCDC150	turquoise
COL16A1	COL16A1	turquoise
SALL1	SALL1	turquoise
SEPT10	SEPT10	turquoise
ZHX2	ZHX2	turquoise
LSS	LSS	turquoise
C7orf41	C7orf41	turquoise
ERBB2IP	ERBB2IP	turquoise
HSD17B7	HSD17B7	turquoise
FCHO1	FCHO1	turquoise
THEMIS2	THEMIS2	turquoise
CNTF	CNTF	turquoise
UNC5B	UNC5B	turquoise
LRIG3	LRIG3	turquoise
DNHD1	DNHD1	turquoise
SETD9	SETD9	turquoise
SGK3	SGK3	turquoise
SNX22	SNX22	turquoise
PRRG1	PRRG1	turquoise
S100B	S100B	turquoise
NCKAP5	NCKAP5	turquoise
