nodeName	altName	nodeAttr[nodesPresent, ]
SLAMF8	SLAMF8	green
TXNIP	TXNIP	green
TLR3	TLR3	green
NUAK2	NUAK2	green
LY86	LY86	green
FAM166B	FAM166B	green
SLC16A5	SLC16A5	green
SLC6A11	SLC6A11	green
TMEM176B	TMEM176B	green
PRDM6	PRDM6	green
LST1	LST1	green
CDC42BPG	CDC42BPG	green
IGSF6	IGSF6	green
CSF2RB	CSF2RB	green
SH2D7	SH2D7	green
CD7	CD7	green
STEAP3	STEAP3	green
PHKG1	PHKG1	green
CLEC9A	CLEC9A	green
CD300LF	CD300LF	green
PRKX	PRKX	green
PPP1R13L	PPP1R13L	green
NMUR2	NMUR2	green
MMP2	MMP2	green
IL4I1	IL4I1	green
WDFY4	WDFY4	green
CEACAM21	CEACAM21	green
MNDA	MNDA	green
SFRP2	SFRP2	green
TCIRG1	TCIRG1	green
TMEM37	TMEM37	green
TBX19	TBX19	green
ARHGAP30	ARHGAP30	green
IL21R	IL21R	green
AOX1	AOX1	green
ADAM28	ADAM28	green
C19orf38	C19orf38	green
AC079210.1	AC079210.1	green
MILR1	MILR1	green
CMTM7	CMTM7	green
SPHK1	SPHK1	green
PLAU	PLAU	green
MBOAT1	MBOAT1	green
RGL3	RGL3	green
TGFB1	TGFB1	green
EVI2B	EVI2B	green
CDH23	CDH23	green
HIST1H2BC	HIST1H2BC	green
OXER1	OXER1	green
GPR114	GPR114	green
TNS1	TNS1	green
PSORS1C1	PSORS1C1	green
BTK	BTK	green
CCDC81	CCDC81	green
BLNK	BLNK	green
GIPC3	GIPC3	green
HCST	HCST	green
AANAT	AANAT	green
RASGRP4	RASGRP4	green
ITPRIPL1	ITPRIPL1	green
PHYHD1	PHYHD1	green
CYTL1	CYTL1	green
PLVAP	PLVAP	green
EDA2R	EDA2R	green
DOCK8	DOCK8	green
SLC37A2	SLC37A2	green
SRPX	SRPX	green
EPS8L1	EPS8L1	green
MRO	MRO	green
PTGDS	PTGDS	green
COL18A1	COL18A1	green
ST6GALNAC2	ST6GALNAC2	green
OASL	OASL	green
TFEC	TFEC	green
TRIM6	TRIM6	green
GYPC	GYPC	green
PPP1R18	PPP1R18	green
SLC16A9	SLC16A9	green
TFAP2A	TFAP2A	green
NSUN7	NSUN7	green
