nodeName	altName	nodeAttr[nodesPresent, ]
TCF7L1	TCF7L1	red
GPER	GPER	red
FAM118A	FAM118A	red
HVCN1	HVCN1	red
PROSER2	PROSER2	red
BST2	BST2	red
DLL1	DLL1	red
STON2	STON2	red
ARL6IP4	ARL6IP4	red
AC073657.1	AC073657.1	red
SLC26A6	SLC26A6	red
HMG20B	HMG20B	red
FLT4	FLT4	red
MPST	MPST	red
ZNF490	ZNF490	red
ZMYND10	ZMYND10	red
RFTN2	RFTN2	red
NR0B1	NR0B1	red
FAM229A	FAM229A	red
SUV420H2	SUV420H2	red
BRCA2	BRCA2	red
CYP39A1	CYP39A1	red
SLC43A3	SLC43A3	red
MB21D1	MB21D1	red
TBXA2R	TBXA2R	red
CCDC154	CCDC154	red
NKG7	NKG7	red
CPT1B	CPT1B	red
FKBP10	FKBP10	red
LDLR	LDLR	red
RNF182	RNF182	red
LIME1	LIME1	red
AKR1C3	AKR1C3	red
REEP4	REEP4	red
CSRP1	CSRP1	red
ADAM12	ADAM12	red
PIDD	PIDD	red
BATF2	BATF2	red
CGN	CGN	red
CYP2S1	CYP2S1	red
AURKC	AURKC	red
NR2E1	NR2E1	red
HMX1	HMX1	red
HSD17B1	HSD17B1	red
SLC6A12	SLC6A12	red
FOXN4	FOXN4	red
MARVELD3	MARVELD3	red
SH3PXD2B	SH3PXD2B	red
IGFALS	IGFALS	red
LEAP2	LEAP2	red
ANP32B	ANP32B	red
RELA	RELA	red
ARID5A	ARID5A	red
FGF11	FGF11	red
RDH5	RDH5	red
EIF4EBP1	EIF4EBP1	red
KCNN3	KCNN3	red
FOXL2	FOXL2	red
AL359091.2	AL359091.2	red
CDKN2C	CDKN2C	red
GPR37L1	GPR37L1	red
H2BFM	H2BFM	red
LOXL1	LOXL1	red
CILP	CILP	red
IL20RB	IL20RB	red
HOMER3	HOMER3	red
TMEM79	TMEM79	red
CARHSP1	CARHSP1	red
KCTD11	KCTD11	red
PHF16	PHF16	red
SLA2	SLA2	red
S1PR4	S1PR4	red
CTU1	CTU1	red
SMOX	SMOX	red
LRP5L	LRP5L	red
APOE	APOE	red
TNIP2	TNIP2	red
P4HA1	P4HA1	red
FAM129C	FAM129C	red
DUSP9	DUSP9	red
CHDH	CHDH	red
POLD1	POLD1	red
C4orf47	C4orf47	red
FAM132A	FAM132A	red
RFX2	RFX2	red
