"Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"black","GO:0099537","trans-synaptic signaling","57/238","385/4119",0.148051948051948,2.5622940085125,7.97197271247377,4.50349763123181e-12,6.34571578592506e-09,6.20621109214865e-09,"ABCC8/ACE/BEGAIN/BSN/CA7/CACNB1/CACNB3/CACNG2/CACNG8/CAMK2A/CAMK2B/CHRM1/CPLX1/CPLX2/CRHR2/DAGLA/DBH/DLGAP3/ELFN2/FBXO41/GABRD/GRIN1/GRIN2D/GRM4/HRH3/HTR1E/IQSEC2/JPH3/JPH4/KCNC4/LZTS1/NCDN/NEFH/NRGN/OTOF/P2RX5/P2RX6/PPFIA3/PRKAR1B/PRKCG/PRRT2/PTK2B/RAB3A/RASD2/RGS14/RIMS4/SLC17A7/SLC8A2/SNCB/SNCG/SNPH/STX1B/SYN1/SYT2/SYT3/SYT5/SYT7",57
"black","GO:0007268","chemical synaptic transmission","56/238","381/4119",0.146981627296588,2.54377026401112,7.83222831447256,9.94211810857038e-12,6.34571578592506e-09,6.20621109214865e-09,"ABCC8/ACE/BEGAIN/BSN/CA7/CACNB1/CACNB3/CACNG2/CACNG8/CAMK2A/CAMK2B/CHRM1/CPLX1/CPLX2/CRHR2/DBH/DLGAP3/ELFN2/FBXO41/GABRD/GRIN1/GRIN2D/GRM4/HRH3/HTR1E/IQSEC2/JPH3/JPH4/KCNC4/LZTS1/NCDN/NEFH/NRGN/OTOF/P2RX5/P2RX6/PPFIA3/PRKAR1B/PRKCG/PRRT2/PTK2B/RAB3A/RASD2/RGS14/RIMS4/SLC17A7/SLC8A2/SNCB/SNCG/SNPH/STX1B/SYN1/SYT2/SYT3/SYT5/SYT7",56
"black","GO:0098916","anterograde trans-synaptic signaling","56/238","381/4119",0.146981627296588,2.54377026401112,7.83222831447256,9.94211810857038e-12,6.34571578592506e-09,6.20621109214865e-09,"ABCC8/ACE/BEGAIN/BSN/CA7/CACNB1/CACNB3/CACNG2/CACNG8/CAMK2A/CAMK2B/CHRM1/CPLX1/CPLX2/CRHR2/DBH/DLGAP3/ELFN2/FBXO41/GABRD/GRIN1/GRIN2D/GRM4/HRH3/HTR1E/IQSEC2/JPH3/JPH4/KCNC4/LZTS1/NCDN/NEFH/NRGN/OTOF/P2RX5/P2RX6/PPFIA3/PRKAR1B/PRKCG/PRRT2/PTK2B/RAB3A/RASD2/RGS14/RIMS4/SLC17A7/SLC8A2/SNCB/SNCG/SNPH/STX1B/SYN1/SYT2/SYT3/SYT5/SYT7",56
"black","GO:0099536","synaptic signaling","57/238","394/4119",0.144670050761421,2.50376444994241,7.77185365620673,1.20755771378212e-11,6.34571578592506e-09,6.20621109214865e-09,"ABCC8/ACE/BEGAIN/BSN/CA7/CACNB1/CACNB3/CACNG2/CACNG8/CAMK2A/CAMK2B/CHRM1/CPLX1/CPLX2/CRHR2/DAGLA/DBH/DLGAP3/ELFN2/FBXO41/GABRD/GRIN1/GRIN2D/GRM4/HRH3/HTR1E/IQSEC2/JPH3/JPH4/KCNC4/LZTS1/NCDN/NEFH/NRGN/OTOF/P2RX5/P2RX6/PPFIA3/PRKAR1B/PRKCG/PRRT2/PTK2B/RAB3A/RASD2/RGS14/RIMS4/SLC17A7/SLC8A2/SNCB/SNCG/SNPH/STX1B/SYN1/SYT2/SYT3/SYT5/SYT7",57
"black","GO:0099003","vesicle-mediated transport in synapse","24/238","95/4119",0.252631578947368,4.37222467934542,8.23396747834269,3.07263442764248e-10,1.2917355133809e-07,1.26333790256542e-07,"AP3B2/BSN/CALY/CPLX1/CPLX2/DNM1/NCDN/OTOF/PACSIN1/PPFIA3/PRKAR1B/PRKCG/PRRT2/RAB3A/RIMS4/SLC17A7/SNCB/SNCG/SNPH/STX1B/SYN1/SYT2/SYT5/SYT7",24
"black","GO:0099504","synaptic vesicle cycle","22/238","85/4119",0.258823529411765,4.47938704893722,8.02609113573432,1.06989863629906e-09,3.74821155583436e-07,3.66581059068782e-07,"AP3B2/BSN/CPLX1/CPLX2/DNM1/OTOF/PACSIN1/PPFIA3/PRKAR1B/PRKCG/PRRT2/RAB3A/RIMS4/SLC17A7/SNCB/SNCG/SNPH/STX1B/SYN1/SYT2/SYT5/SYT7",22
"black","GO:0050804","modulation of chemical synaptic transmission","38/238","242/4119",0.15702479338843,2.71758455448295,6.81926765572202,5.94121129399409e-09,1.56105326749695e-06,1.52673495489085e-06,"ACE/BSN/CA7/CACNG2/CACNG8/CAMK2A/CAMK2B/CHRM1/CPLX1/CPLX2/CRHR2/DLGAP3/GRIN1/GRIN2D/GRM4/IQSEC2/JPH3/JPH4/LZTS1/NCDN/NEFH/NRGN/OTOF/PPFIA3/PRKAR1B/PRKCG/PRRT2/PTK2B/RAB3A/RGS14/RIMS4/SLC8A2/SNCG/STX1B/SYN1/SYT2/SYT5/SYT7",38
"black","GO:0099177","regulation of trans-synaptic signaling","38/238","242/4119",0.15702479338843,2.71758455448295,6.81926765572202,5.94121129399409e-09,1.56105326749695e-06,1.52673495489085e-06,"ACE/BSN/CA7/CACNG2/CACNG8/CAMK2A/CAMK2B/CHRM1/CPLX1/CPLX2/CRHR2/DLGAP3/GRIN1/GRIN2D/GRM4/IQSEC2/JPH3/JPH4/LZTS1/NCDN/NEFH/NRGN/OTOF/PPFIA3/PRKAR1B/PRKCG/PRRT2/PTK2B/RAB3A/RGS14/RIMS4/SLC8A2/SNCG/STX1B/SYN1/SYT2/SYT5/SYT7",38
"black","GO:0007269","neurotransmitter secretion","19/238","79/4119",0.240506329113924,4.16237634294224,7.02742539748028,5.72138614156977e-08,1.20263536695797e-05,1.17619654047219e-05,"ABCC8/CAMK2A/CPLX1/CPLX2/GRM4/HRH3/OTOF/PPFIA3/PRKCG/PRRT2/RAB3A/RIMS4/SNCG/SNPH/STX1B/SYN1/SYT2/SYT5/SYT7",19
"black","GO:0099643","signal release from synapse","19/238","79/4119",0.240506329113924,4.16237634294224,7.02742539748028,5.72138614156977e-08,1.20263536695797e-05,1.17619654047219e-05,"ABCC8/CAMK2A/CPLX1/CPLX2/GRM4/HRH3/OTOF/PPFIA3/PRKCG/PRRT2/RAB3A/RIMS4/SNCG/SNPH/STX1B/SYN1/SYT2/SYT5/SYT7",19
"black","GO:0048167","regulation of synaptic plasticity","22/238","105/4119",0.20952380952381,3.62617046818728,6.74976584498945,7.26779034274557e-08,1.38880866367738e-05,1.35827698941455e-05,"ACE/CAMK2A/CAMK2B/CPLX2/CRHR2/GRIN1/GRIN2D/IQSEC2/JPH3/JPH4/LZTS1/NCDN/NRGN/PPFIA3/PRKAR1B/PRKCG/PRRT2/PTK2B/RAB3A/RGS14/SLC8A2/SYT7",22
"black","GO:0006836","neurotransmitter transport","21/238","104/4119",0.201923076923077,3.49462669683258,6.38027339823594,2.85287937330293e-07,4.99729370223563e-05,4.88743282110581e-05,"ABCC8/CAMK2A/CPLX1/CPLX2/GRM4/HRH3/OTOF/PPFIA3/PRKCG/PRRT2/RAB3A/RIMS4/SLC17A7/SLC6A7/SNCG/SNPH/STX1B/SYN1/SYT2/SYT5/SYT7",21
"black","GO:0016079","synaptic vesicle exocytosis","14/238","55/4119",0.254545454545455,4.40534759358289,6.29543539684345,1.63702319595391e-06,0.000264694058299624,0.000258875004186071,"CPLX1/CPLX2/OTOF/PPFIA3/PRKCG/PRRT2/RAB3A/RIMS4/SNPH/STX1B/SYN1/SYT2/SYT5/SYT7",14
"black","GO:0036465","synaptic vesicle recycling","9/238","23/4119",0.391304347826087,6.77219583485568,6.87360908591884,2.47508543978315e-06,0.000371616399601727,0.000363446756683947,"AP3B2/DNM1/PACSIN1/RAB3A/SLC17A7/SNCB/SNCG/STX1B/SYT7",9
"black","GO:0031338","regulation of vesicle fusion","8/238","19/4119",0.421052631578947,7.28704113224237,6.80128544257118,4.79618519257605e-06,0.000593034192634992,0.000579996884278702,"CPLX1/CPLX2/PRRT2/RAB3A/SYT2/SYT3/SYT5/SYT7",8
"black","GO:0031629","synaptic vesicle fusion to presynaptic active zone membrane","8/238","19/4119",0.421052631578947,7.28704113224237,6.80128544257118,4.79618519257605e-06,0.000593034192634992,0.000579996884278702,"CPLX1/CPLX2/PRRT2/RAB3A/STX1B/SYT2/SYT5/SYT7",8
"black","GO:0099500","vesicle fusion to plasma membrane","8/238","19/4119",0.421052631578947,7.28704113224237,6.80128544257118,4.79618519257605e-06,0.000593034192634992,0.000579996884278702,"CPLX1/CPLX2/PRRT2/RAB3A/STX1B/SYT2/SYT5/SYT7",8
"black","GO:0031630","regulation of synaptic vesicle fusion to presynaptic active zone membrane","7/238","15/4119",0.466666666666667,8.07647058823529,6.79858431131673,8.50855117118662e-06,0.000941314450622857,0.000920620522843627,"CPLX1/CPLX2/PRRT2/RAB3A/SYT2/SYT5/SYT7",7
"black","GO:1901632","regulation of synaptic vesicle membrane organization","7/238","15/4119",0.466666666666667,8.07647058823529,6.79858431131673,8.50855117118662e-06,0.000941314450622857,0.000920620522843627,"CPLX1/CPLX2/PRRT2/RAB3A/SYT2/SYT5/SYT7",7
"black","GO:0048666","neuron development","47/238","442/4119",0.106334841628959,1.84030761625917,4.62980231657478,1.57597590285747e-05,0.00159901944714414,0.00156386648318519,"ACTL6B/ANKRD24/ARHGEF25/CAMK2A/CAMK2B/CAMSAP3/CDHR2/CDK5R2/CNTNAP1/CPNE9/EMX1/EPHA8/EPHB6/FBXO41/FSCN2/GPRIN1/IGLON5/INPP5J/ISLR2/KNDC1/L1CAM/LIMK1/LINGO1/LTK/LZTS1/NCDN/NCS1/NEFH/NYAP1/PACSIN1/PSD/PTK2B/RAB17/RAB37/RAB3A/RTN4RL2/SAMD14/SEMA4A/SEMA6B/SPTBN4/STMN3/STX1B/SYN1/SYT2/SYT3/TLX2/UNC5A",47
"black","GO:0050806","positive regulation of synaptic transmission","16/238","84/4119",0.19047619047619,3.29651860744298,5.26559764143959,1.73121674235085e-05,0.00159901944714414,0.00156386648318519,"CA7/CACNG2/CACNG8/CAMK2A/CAMK2B/CRHR2/GRIN1/GRIN2D/IQSEC2/NRGN/PRKAR1B/PRKCG/PTK2B/RGS14/SLC8A2/STX1B",16
"black","GO:0048499","synaptic vesicle membrane organization","8/238","22/4119",0.363636363636364,6.29335370511841,6.16409185112938,1.74277242069023e-05,0.00159901944714414,0.00156386648318519,"CPLX1/CPLX2/PRRT2/RAB3A/STX1B/SYT2/SYT5/SYT7",8
"black","GO:0006906","vesicle fusion","10/238","35/4119",0.285714285714286,4.94477791116447,5.80328021779021,1.74964068907303e-05,0.00159901944714414,0.00156386648318519,"CPLX1/CPLX2/NKD2/PRRT2/RAB3A/STX1B/SYT2/SYT3/SYT5/SYT7",10
"black","GO:0048284","organelle fusion","11/238","43/4119",0.255813953488372,4.42730115301935,5.59408724720199,2.10410265926546e-05,0.00184284324574,0.00180233004102871,"CIDEA/CPLX1/CPLX2/NKD2/PRRT2/RAB3A/STX1B/SYT2/SYT3/SYT5/SYT7",11
"black","GO:0090174","organelle membrane fusion","10/238","36/4119",0.277777777777778,4.80742296918768,5.6813626819855,2.30119667929211e-05,0.00193484616794881,0.00189231036406631,"CPLX1/CPLX2/NKD2/PRRT2/RAB3A/STX1B/SYT2/SYT3/SYT5/SYT7",10
"black","GO:0050877","nervous system process","46/238","436/4119",0.105504587155963,1.82593863233367,4.51595903506655,2.4346852609021e-05,0.00196834939169854,0.00192507705042178,"ABCC8/ALOXE3/ANKRD24/BEGAIN/CABP1/CACNA1I/CACNG2/CACNG8/CHRM1/CNTNAP1/CRYBA2/DBH/FSCN2/GNG13/GRIN1/GRIN2D/GUCY2D/IGLON5/JPH3/JPH4/KCNK4/KCNK9/KCNQ4/MYO15A/NPAS1/NRGN/OPN4/OTOF/P2RX5/P2RX6/PDE1B/PDE4A/PIANP/PRKAR1B/PRKCG/PRRT2/PTK2B/RAB3A/RGS14/SFRP5/SLC17A7/SLC8A2/SPTBN4/STAC2/STX1B/TNNT3",46
"black","GO:0048168","regulation of neuronal synaptic plasticity","9/238","31/4119",0.290322580645161,5.0245323936026,5.56930059632185,4.05652291711178e-05,0.00307914155034089,0.00301144947058729,"CAMK2A/CAMK2B/GRIN1/GRIN2D/JPH3/NCDN/PPFIA3/RAB3A/SLC8A2",9
"black","GO:0061025","membrane fusion","12/238","54/4119",0.222222222222222,3.84593837535014,5.21257029869996,4.10161576639129e-05,0.00307914155034089,0.00301144947058729,"C16orf92/CPLX1/CPLX2/NKD2/OTOF/PRRT2/RAB3A/STX1B/SYT2/SYT3/SYT5/SYT7",12
"black","GO:0031175","neuron projection development","41/238","388/4119",0.105670103092784,1.82880317075284,4.24731499063144,7.0732186937649e-05,0.00512686403251511,0.00501415466748561,"ACTL6B/ANKRD24/ARHGEF25/CAMK2A/CAMK2B/CAMSAP3/CDHR2/CDK5R2/CNTNAP1/CPNE9/EMX1/EPHA8/EPHB6/GPRIN1/INPP5J/ISLR2/KNDC1/L1CAM/LIMK1/LTK/LZTS1/NCDN/NCS1/NEFH/NYAP1/PACSIN1/PSD/PTK2B/RAB17/RAB3A/RTN4RL2/SAMD14/SEMA4A/SEMA6B/SPTBN4/STMN3/STX1B/SYT2/SYT3/TLX2/UNC5A",41
"black","GO:0048488","synaptic vesicle endocytosis","7/238","20/4119",0.35,6.05735294117647,5.61382835902245,7.97981417443908e-05,0.00559118979822365,0.0054682726605893,"AP3B2/DNM1/PACSIN1/SLC17A7/SNCB/SNCG/SYT7",7
"black","GO:0016050","vesicle organization","14/238","77/4119",0.181818181818182,3.14667685255921,4.70840388797191,0.000100378904252318,0.00680633731414102,0.0066567062819958,"AP3B2/CPLX1/CPLX2/DNM1/NKD2/PRRT2/PTPRN/RAB3A/SLC17A7/STX1B/SYT2/SYT3/SYT5/SYT7",14
"black","GO:0007632","visual behavior","7/238","21/4119",0.333333333333333,5.76890756302521,5.42503323487213,0.000113863711658909,0.00725277339112199,0.00709332787463631,"ABCC8/DBH/GRIN1/OPN4/PDE1B/PIANP/RGS14",7
"black","GO:0140238","presynaptic endocytosis","7/238","21/4119",0.333333333333333,5.76890756302521,5.42503323487213,0.000113863711658909,0.00725277339112199,0.00709332787463631,"AP3B2/DNM1/PACSIN1/SLC17A7/SNCB/SNCG/SYT7",7
"black","GO:0140029","exocytic process","10/238","43/4119",0.232558139534884,4.02481923001759,4.93715081466528,0.000121183826794182,0.00736907796516123,0.00720707560016019,"CPLX1/CPLX2/PPFIA3/PRRT2/RAB3A/SNPH/STX1B/SYT2/SYT5/SYT7",10
"black","GO:0006887","exocytosis","22/238","162/4119",0.135802469135802,2.35029567382509,4.34173374165823,0.000122701107888032,0.00736907796516123,0.00720707560016019,"ANK1/CDK5R2/CHGA/CPLX1/CPLX2/NKD2/OTOF/PPFIA3/PRKCG/PRRT2/RAB26/RAB37/RAB3A/RIMS4/SNPH/STX1B/SYN1/SYT2/SYT3/SYT5/SYT7/WIPF3",22
"black","GO:0046928","regulation of neurotransmitter secretion","10/238","44/4119",0.227272727272727,3.93334606569901,4.84379397337564,0.000148990030625466,0.00869936234374251,0.00850811490677006,"CAMK2A/OTOF/PRKCG/RAB3A/RIMS4/SNCG/STX1B/SYN1/SYT2/SYT5",10
"black","GO:0045055","regulated exocytosis","18/238","121/4119",0.148760330578512,2.57455378845753,4.35299952493703,0.000161799713408605,0.00919197290769964,0.00898989588298733,"CDK5R2/CHGA/CPLX1/CPLX2/OTOF/PPFIA3/PRKCG/PRRT2/RAB26/RAB3A/RIMS4/SNPH/STX1B/SYN1/SYT2/SYT3/SYT5/SYT7",18
"black","GO:0050808","synapse organization","27/238","230/4119",0.117391304347826,2.0316587504567,3.98695047436832,0.000259793584371418,0.0143706872197032,0.0140547609495119,"BSN/CACNG2/CAMK2B/CASKIN1/CNTNAP1/DLGAP3/ELFN2/ICAM5/IQSEC2/L1CAM/LZTS1/NEFH/PDXP/PPFIA3/PPFIA4/PTK2B/RAB17/RAB3A/RTN4RL2/SEMA4A/SEZ6L2/SLC8A2/SNCB/SNCG/SPTBN2/SPTBN4/SYN1",27
"black","GO:0051649","establishment of localization in cell","45/238","470/4119",0.0957446808510638,1.65702664044341,3.74718215197238,0.00032051307576643,0.0172748329554112,0.0168950617266353,"ABCC8/AGAP2/ANK1/AP3B2/BSN/CABP1/CALY/CAMK2A/CAMSAP3/CHGA/CHRM1/CPLX1/CPLX2/DNM1/GCKR/GRAMD1B/GRM4/HRH3/KIF17/NCDN/NEFH/OTOF/PACSIN1/PPFIA3/PRKAR1B/PRKCG/PRRT2/PTPRN/RAB17/RAB3A/RGS14/RIMS4/RTN2/SLC17A7/SNCB/SNCG/SNPH/STX1B/SYN1/SYT2/SYT5/SYT7/TFR2/TUBA1B/WIPF3",45
"black","GO:0042391","regulation of membrane potential","26/238","223/4119",0.116591928251121,2.01782417002675,3.86968438908877,0.000378868545235356,0.0192420205116309,0.0188190024834569,"ABCC8/ATP1A3/BEGAIN/CACNA1I/CACNB3/CACNG2/CHRM1/CNTNAP1/GABRD/GRIN1/GRIN2D/KCNC3/KCNC4/KCNH3/KCNH6/KCNK4/KCNK9/P2RX5/P2RX6/PRKAR1B/PTK2B/RIMS4/SLC17A7/SLC4A3/SLC8A2/STX1B",26
"black","GO:0060291","long-term synaptic potentiation","10/238","49/4119",0.204081632653061,3.53198422226033,4.4149080084906,0.000382000988223426,0.0192420205116309,0.0188190024834569,"CAMK2A/CAMK2B/CRHR2/GRIN2D/NRGN/PRKAR1B/PRKCG/PTK2B/RGS14/SLC8A2",10
"black","GO:0050905","neuromuscular process","11/238","58/4119",0.189655172413793,3.28230947551434,4.33442870329275,0.000384474244285678,0.0192420205116309,0.0188190024834569,"ABCC8/CNTNAP1/GRIN2D/IGLON5/JPH3/JPH4/NPAS1/PRRT2/SPTBN4/STAC2/TNNT3",11
"black","GO:0008542","visual learning","6/238","19/4119",0.315789473684211,5.46528084918178,4.83051549969741,0.000501109951036314,0.0244961190018217,0.0239575944767178,"ABCC8/DBH/GRIN1/PDE1B/PIANP/RGS14",6
"black","GO:0023061","signal release","24/238","205/4119",0.117073170731707,2.02615290018446,3.73197241583582,0.000603464187484794,0.028829130047569,0.0281953482812872,"ABCC8/CAMK2A/CHGA/CPLX1/CPLX2/GRM4/HRH3/KCNK9/OTOF/PPFIA3/PRKCG/PRRT2/PTPRN/RAB3A/RIMS4/SLC25A22/SNCG/SNPH/STX1B/SYN1/SYT2/SYT5/SYT7/TFR2",24
"black","GO:0051968","positive regulation of synaptic transmission, glutamatergic","6/238","20/4119",0.3,5.19201680672269,4.65327674473202,0.000681672155018566,0.0318416637744228,0.0311416542397955,"CACNG2/CACNG8/GRIN1/GRIN2D/IQSEC2/PTK2B",6
"black","GO:0051588","regulation of neurotransmitter transport","10/238","53/4119",0.188679245283019,3.26541937529729,4.11019745971228,0.000738824419478027,0.0337610636900612,0.0330188579231256,"CAMK2A/OTOF/PRKCG/RAB3A/RIMS4/SNCG/STX1B/SYN1/SYT2/SYT5",10
"black","GO:0031340","positive regulation of vesicle fusion","5/238","14/4119",0.357142857142857,6.18097238895558,4.80815592648004,0.000803664679600857,0.0359426203515107,0.035152455078622,"PRRT2/SYT2/SYT3/SYT5/SYT7",5
"black","GO:0060402","calcium ion transport into cytosol","5/238","15/4119",0.333333333333333,5.76890756302521,4.58163709378013,0.0011492527960314,0.048667478556231,0.0475975690421749,"CACNB3/GRIN1/JPH3/JPH4/P2RX5",5
"black","GO:0097479","synaptic vesicle localization","5/238","15/4119",0.333333333333333,5.76890756302521,4.58163709378013,0.0011492527960314,0.048667478556231,0.0475975690421749,"AP3B2/BSN/DNM1/RAB3A/SYN1",5
"black","GO:0060079","excitatory postsynaptic potential","10/238","56/4119",0.178571428571429,3.09048619447779,3.90011788724863,0.00115764696851168,0.048667478556231,0.0475975690421749,"BEGAIN/GRIN1/GRIN2D/P2RX5/P2RX6/PRKAR1B/PTK2B/SLC17A7/SLC8A2/STX1B",10
"blue","GO:0001568","blood vessel development","138/758","317/4119",0.435331230283912,2.36560598619978,12.0169015847033,2.20361756973128e-27,7.61570232099131e-24,5.68301373246489e-24,"ABCC9/ACTA2/ACVRL1/ADAMTS1/ADAMTS9/ADM/ANG/ANGPT1/ANGPT2/ANGPTL4/ANPEP/ANXA1/ANXA2/ANXA3/APOLD1/B4GALT1/BCAM/BMP4/CARD10/CAV1/CCL2/CD34/CD93/CDH5/CFLAR/CHI3L1/CLDN5/CLIC3/COL1A1/COL1A2/COL3A1/COL4A1/COL4A2/COL4A3/COL5A1/COL8A1/CXCL10/CYP1B1/DCN/DLL4/ECSCR/EDN1/EDNRA/EMILIN1/EMILIN2/EMP2/ENG/ENPEP/EPAS1/EPHA2/ERBB2/EYA1/F3/FBLN5/FGF2/FKBP10/FLT1/FLT4/FN1/FOLR1/FOSL1/FOXC1/FOXC2/FOXF1/GADD45A/GATA2/GJA4/GJA5/GPNMB/GPR4/HES1/HHEX/HYAL1/ID1/IGFBP7/IL6/IL6R/ITGA5/JAG1/JUNB/KDR/KLF2/KLF4/LEF1/LEPR/LOXL1/LRG1/MEOX2/MMP14/MMP2/MMRN1/MMRN2/MYOCD/NEDD4/NFATC4/NOS3/NOTCH2/NOTCH3/NPR1/NR2E1/NR2F2/PDGFRB/PGF/RHOJ/RRAS/S1PR1/SERPINE1/SIX1/SLC2A10/SMAD6/SMOC2/SOCS3/SOX17/SOX18/SP100/SPARC/SRPX2/TBX1/TBX2/TBX3/TBXA2R/TEAD2/TGFB2/TGFBI/TGFBR2/TGFBR3/TGM2/THBS1/TIE1/TMEM100/TNFAIP3/TNFRSF12A/TSPAN12/TWIST1/VEGFA/VEGFC/YAP1/ZFP36L1",138
"blue","GO:0001944","vasculature development","138/758","328/4119",0.420731707317073,2.28627163910162,11.5301840932853,1.45798199077372e-25,2.51939288005699e-22,1.88002940915559e-22,"ABCC9/ACTA2/ACVRL1/ADAMTS1/ADAMTS9/ADM/ANG/ANGPT1/ANGPT2/ANGPTL4/ANPEP/ANXA1/ANXA2/ANXA3/APOLD1/B4GALT1/BCAM/BMP4/CARD10/CAV1/CCL2/CD34/CD93/CDH5/CFLAR/CHI3L1/CLDN5/CLIC3/COL1A1/COL1A2/COL3A1/COL4A1/COL4A2/COL4A3/COL5A1/COL8A1/CXCL10/CYP1B1/DCN/DLL4/ECSCR/EDN1/EDNRA/EMILIN1/EMILIN2/EMP2/ENG/ENPEP/EPAS1/EPHA2/ERBB2/EYA1/F3/FBLN5/FGF2/FKBP10/FLT1/FLT4/FN1/FOLR1/FOSL1/FOXC1/FOXC2/FOXF1/GADD45A/GATA2/GJA4/GJA5/GPNMB/GPR4/HES1/HHEX/HYAL1/ID1/IGFBP7/IL6/IL6R/ITGA5/JAG1/JUNB/KDR/KLF2/KLF4/LEF1/LEPR/LOXL1/LRG1/MEOX2/MMP14/MMP2/MMRN1/MMRN2/MYOCD/NEDD4/NFATC4/NOS3/NOTCH2/NOTCH3/NPR1/NR2E1/NR2F2/PDGFRB/PGF/RHOJ/RRAS/S1PR1/SERPINE1/SIX1/SLC2A10/SMAD6/SMOC2/SOCS3/SOX17/SOX18/SP100/SPARC/SRPX2/TBX1/TBX2/TBX3/TBXA2R/TEAD2/TGFB2/TGFBI/TGFBR2/TGFBR3/TGM2/THBS1/TIE1/TMEM100/TNFAIP3/TNFRSF12A/TSPAN12/TWIST1/VEGFA/VEGFC/YAP1/ZFP36L1",138
"blue","GO:0048514","blood vessel morphogenesis","124/758","281/4119",0.441281138790036,2.39793800880759,11.5274197008134,3.44589839710032e-25,3.96967495345957e-22,2.9622635343494e-22,"ACVRL1/ADAMTS1/ADAMTS9/ADM/ANG/ANGPT1/ANGPT2/ANGPTL4/ANPEP/ANXA1/ANXA2/ANXA3/APOLD1/B4GALT1/BCAM/BMP4/CARD10/CAV1/CCL2/CD34/CD93/CDH5/CHI3L1/CLDN5/CLIC3/COL3A1/COL4A1/COL4A2/COL4A3/COL8A1/CXCL10/CYP1B1/DCN/DLL4/ECSCR/EDN1/EDNRA/EMILIN1/EMILIN2/EMP2/ENG/ENPEP/EPAS1/EPHA2/ERBB2/EYA1/F3/FBLN5/FGF2/FKBP10/FLT1/FLT4/FN1/FOLR1/FOXC1/FOXC2/FOXF1/GADD45A/GATA2/GJA5/GPNMB/GPR4/HES1/HHEX/HYAL1/ID1/IGFBP7/IL6/ITGA5/JAG1/JUNB/KDR/KLF2/KLF4/LEF1/LEPR/LRG1/MEOX2/MMP14/MMP2/MMRN1/MMRN2/MYOCD/NEDD4/NFATC4/NOS3/NOTCH2/NOTCH3/NPR1/NR2E1/NR2F2/PDGFRB/PGF/RHOJ/RRAS/S1PR1/SERPINE1/SIX1/SMOC2/SOX17/SOX18/SP100/SPARC/SRPX2/TBX1/TBX2/TBXA2R/TEAD2/TGFB2/TGFBI/TGFBR2/TGFBR3/TGM2/THBS1/TIE1/TMEM100/TNFAIP3/TNFRSF12A/TSPAN12/TWIST1/VEGFA/VEGFC/YAP1/ZFP36L1",124
"blue","GO:0072359","circulatory system development","172/758","461/4119",0.373101952277657,2.02744979080695,11.1155955927675,9.48922912033719e-25,8.19869395997133e-22,6.1180556170595e-22,"ABCC9/ACTA2/ACVRL1/ADAMTS1/ADAMTS9/ADM/ANG/ANGPT1/ANGPT2/ANGPTL4/ANPEP/ANXA1/ANXA2/ANXA3/APOLD1/B4GALT1/BCAM/BMP4/BMP6/CARD10/CASP7/CAV1/CCL2/CD34/CD93/CDH5/CDKN1A/CFLAR/CHI3L1/CLDN5/CLIC3/COL14A1/COL1A1/COL1A2/COL3A1/COL4A1/COL4A2/COL4A3/COL5A1/COL8A1/CXCL10/CYP1B1/DCN/DLL4/DSP/ECSCR/EDN1/EDNRA/EGFR/EMILIN1/EMILIN2/EMP2/ENG/ENPEP/EPAS1/EPHA2/ERBB2/EYA1/F3/FBLN5/FES/FGF2/FGFRL1/FKBP10/FLT1/FLT4/FN1/FOLR1/FOSL1/FOXC1/FOXC2/FOXF1/FOXL1/FZD2/FZD7/GADD45A/GATA2/GJA1/GJA4/GJA5/GJB6/GLI2/GPNMB/GPR4/HES1/HEYL/HHEX/HSPB7/HYAL1/ID1/ID3/IGFBP7/IL6/IL6R/ITGA5/JAG1/JPH2/JUNB/KDR/KLF2/KLF4/LCN10/LEF1/LEPR/LOXL1/LRG1/MEOX2/MMP14/MMP2/MMRN1/MMRN2/MSX1/MSX2/MYH11/MYOCD/NEDD4/NFATC4/NOS3/NOTCH2/NOTCH3/NPR1/NR2E1/NR2F2/NXN/PDGFRB/PDLIM1/PDLIM4/PDLIM7/PGF/PIM1/PLN/RHOJ/RRAS/S1PR1/SERPINE1/SIK1/SIX1/SLC2A10/SMAD6/SMOC2/SNAI2/SOCS3/SOX17/SOX18/SP100/SPARC/SRPX2/TBX1/TBX18/TBX2/TBX3/TBXA2R/TEAD2/TGFB2/TGFBI/TGFBR2/TGFBR3/TGM2/THBS1/TIE1/TMEM100/TNFAIP3/TNFRSF12A/TNFRSF1A/TRAF3IP2/TSPAN12/TWIST1/VCAM1/VEGFA/VEGFC/YAP1/ZFP36L1",172
