"Gene_clean","Gene_original","Module","ENTREZID"
"SLC32A1","SLC32A1","turquoise","140679"
"SLC34A3","SLC34A3","grey","142680"
"SLC35D2","SLC35D2","yellow","11046"
"SLC35F1","SLC35F1","turquoise","222553"
"SLC35F4","SLC35F4","turquoise","341880"
"SLC35G1","SLC35G1","turquoise","159371"
"SLC37A2","SLC37A2","green","219855"
"SLC38A11","SLC38A11","grey","151258"
"SLC38A8","SLC38A8","grey","146167"
"SLC39A10","SLC39A10","turquoise","57181"
"SLC39A12","SLC39A12","blue","221074"
"SLC39A14","SLC39A14","blue","23516"
"SLC43A3","SLC43A3","blue","29015"
"SLC44A1","SLC44A1","yellow","23446"
"SLC44A3","SLC44A3","blue","126969"
"SLC44A5","SLC44A5","turquoise","204962"
"SLC45A2","SLC45A2","yellow","51151"
"SLC45A3","SLC45A3","yellow","85414"
"SLC45A4","SLC45A4","black","57210"
"SLC47A1","SLC47A1","grey","55244"
"SLC47A2","SLC47A2","brown","146802"
"SLC4A10","SLC4A10","turquoise","57282"
"SLC4A11","SLC4A11","brown","83959"
"SLC4A2","SLC4A2","yellow","6522"
"SLC4A3","SLC4A3","black","6508"
"SLC4A4","SLC4A4","blue","8671"
"SLC4A5","SLC4A5","yellow","57835"
"SLC4A8","SLC4A8","turquoise","9498"
"SLC4A9","SLC4A9","yellow","83697"
"SLC51B","SLC51B","green","123264"
"SLC52A1","SLC52A1","brown","55065"
"SLC52A3","SLC52A3","blue","113278"
"SLC5A11","SLC5A11","yellow","115584"
"SLC5A12","SLC5A12","grey","159963"
"SLC5A3","SLC5A3","brown","6526"
"SLC5A4","SLC5A4","brown","6527"
"SLC5A8","SLC5A8","turquoise","160728"
"SLC5A9","SLC5A9","brown","200010"
"SLC6A11","SLC6A11","brown","6538"
"SLC6A12","SLC6A12","brown","6539"
"SLC6A13","SLC6A13","blue","6540"
"SLC6A16","SLC6A16","blue","28968"
"SLC6A17","SLC6A17","turquoise","388662"
"SLC6A20","SLC6A20","grey","54716"
"SLC6A5","SLC6A5","turquoise","9152"
"SLC6A7","SLC6A7","black","6534"
"SLC6A9","SLC6A9","yellow","6536"
"SLC7A10","SLC7A10","brown","56301"
"SLC7A11","SLC7A11","blue","23657"
"SLC7A14","SLC7A14","red","57709"
"SLC7A2","SLC7A2","blue","6542"
"SLC7A3","SLC7A3","turquoise","84889"
"SLC7A4","SLC7A4","turquoise","6545"
"SLC7A7","SLC7A7","green","9056"
"SLC7A9","SLC7A9","brown","11136"
"SLC8A1","SLC8A1","turquoise","6546"
"SLC8A2","SLC8A2","black","6543"
"SLC8A3","SLC8A3","turquoise","6547"
"SLC9A2","SLC9A2","turquoise","6549"
"SLC9A5","SLC9A5","black","6553"
"SLC9A7","SLC9A7","red","84679"
"SLC9C2","SLC9C2","brown","284525"
"SLCO1A2","SLCO1A2","yellow","6579"
"SLCO1C1","SLCO1C1","blue","53919"
"SLCO2A1","SLCO2A1","blue","6578"
"SLCO2B1","SLCO2B1","green","11309"
"SLCO3A1","SLCO3A1","yellow","28232"
"SLCO4A1","SLCO4A1","blue","28231"
"SLCO4C1","SLCO4C1","turquoise","353189"
"SLFN11","SLFN11","blue","91607"
"SLFN12","SLFN12","blue","55106"
"SLFN13","SLFN13","blue","146857"
"SLFNL1","SLFNL1","brown","200172"
"SLIT1","SLIT1","red","6585"
"SLIT2","SLIT2","turquoise","9353"
"SLIT3","SLIT3","turquoise","6586"
"SLITRK3","SLITRK3","turquoise","22865"
"SLITRK4","SLITRK4","turquoise","139065"
"SLITRK5","SLITRK5","turquoise","26050"
"SLN","SLN","turquoise","6588"
"SLPI","SLPI","blue","6590"
"SLX4IP","SLX4IP","red","128710"
"SMAD6","SMAD6","blue","4091"
"SMAGP","SMAGP","blue","57228"
"SMCO2","SMCO2","grey","341346"
"SMCR8","SMCR8","red","140775"
"SMIM1","SMIM1","yellow","388588"
"SMIM17","SMIM17","turquoise","147670"
"SMIM18","SMIM18","turquoise","100507341"
"SMIM5","SMIM5","yellow","643008"
"SMIM6","SMIM6","yellow",NA
"SMKR1","SMKR1","turquoise","100287482"
"SMN2","SMN2","grey","6607"
"SMO","SMO","brown","6608"
"SMOC2","SMOC2","blue","64094"
"SMOX","SMOX","brown","54498"
"SMPDL3B","SMPDL3B","grey","27293"
"SMPX","SMPX","turquoise","23676"
"SMTN","SMTN","brown","6525"
"SMTNL1","SMTNL1","red","219537"
"SMTNL2","SMTNL2","blue","342527"
"SMYD1","SMYD1","grey","150572"
"SMYD2","SMYD2","turquoise","56950"
"SNAI1","SNAI1","brown","6615"
"SNAI2","SNAI2","blue","6591"
"SNAP25","SNAP25","turquoise","6616"
"SNAP91","SNAP91","turquoise","9892"
"SNCB","SNCB","black","6620"
"SNCG","SNCG","black","6623"
"SNPH","SNPH","black","9751"
"SNRPN","SNRPN","turquoise","6638"
"SNTG1","SNTG1","turquoise","54212"
"SNTG2","SNTG2","grey","54221"
"SNX10","SNX10","turquoise","29887"
"SNX20","SNX20","green","124460"
"SNX22","SNX22","yellow","79856"
"SNX31","SNX31","blue","169166"
"SNX33","SNX33","blue","257364"
"SOCS1","SOCS1","blue","8651"
"SOCS3","SOCS3","blue","9021"
"SOCS7","SOCS7","red","30837"
"SOD3","SOD3","blue","6649"
"SOHLH1","SOHLH1","grey","402381"
"SOHLH2","SOHLH2","grey","54937"
"SORBS2","SORBS2","turquoise","8470"
"SORBS3","SORBS3","brown","10174"
"SORCS1","SORCS1","turquoise","114815"
"SORCS3","SORCS3","turquoise","22986"
"SOSTDC1","SOSTDC1","turquoise","25928"
"SOWAHB","SOWAHB","turquoise","345079"
"SOWAHD","SOWAHD","brown","347454"
"SOX10","SOX10","yellow","6663"
"SOX17","SOX17","blue","64321"
"SOX18","SOX18","blue","54345"
"SOX3","SOX3","yellow","6658"
"SOX8","SOX8","yellow","30812"
"SOX9","SOX9","brown","6662"
"SP100","SP100","blue","6672"
"SP110","SP110","green","3431"
"SP5","SP5","grey","389058"
"SP7","SP7","grey","121340"
"SP9","SP9","turquoise","100131390"
"SPAG17","SPAG17","turquoise","200162"
"SPAG6","SPAG6","turquoise","9576"
"SPARC","SPARC","blue","6678"
"SPATA13","SPATA13","yellow","221178"
"SPATA17","SPATA17","grey","128153"
"SPATA18","SPATA18","turquoise","132671"
"SPATA22","SPATA22","yellow","84690"
"SPATA9","SPATA9","yellow","83890"
"SPATC1","SPATC1","brown","375686"
"SPDEF","SPDEF","turquoise","25803"
"SPDYE2","SPDYE2","red","441273"
"SPEF2","SPEF2","turquoise","79925"
"SPESP1","SPESP1","grey","246777"
"SPHK1","SPHK1","green","8877"
"SPHKAP","SPHKAP","turquoise","80309"
"SPI1","SPI1","green","6688"
"SPIN2A","SPIN2A","turquoise","54466"
"SPINT1","SPINT1","green","6692"
"SPN","SPN","green","6693"
"SPNS3","SPNS3","green","201305"
"SPOCD1","SPOCD1","yellow","90853"
"SPOCK3","SPOCK3","yellow","50859"
"SPON2","SPON2","turquoise","10417"
"SPP1","SPP1","brown","6696"
"SPR","SPR","brown","6697"
"SPRED3","SPRED3","red","399473"
"SPSB1","SPSB1","yellow","80176"
"SPTBN2","SPTBN2","black","6712"
"SPTBN4","SPTBN4","black","57731"
"SPTBN5","SPTBN5","brown","51332"
"SPTLC3","SPTLC3","green","55304"
"SPTSSB","SPTSSB","turquoise","165679"
"SQRDL","SQRDL","blue",NA
"SREBF1","SREBF1","yellow","6720"
"SRGAP1","SRGAP1","brown","57522"
"SRGN","SRGN","blue","5552"
"SRL","SRL","blue","6345"
"SRMS","SRMS","yellow","6725"
"SRPK3","SRPK3","yellow","26576"
"SRPX","SRPX","brown","8406"
"SRPX2","SRPX2","blue","27286"
"SRRM3","SRRM3","black","222183"
"SRRM4","SRRM4","turquoise","84530"
"SRRM5","SRRM5","brown","100170229"
"SRXN1","SRXN1","red","140809"
"SSC5D","SSC5D","brown","284297"
"SSPN","SSPN","green","8082"
"SST","SST","turquoise","6750"
"SSTR1","SSTR1","turquoise","6751"
"SSTR2","SSTR2","turquoise","6752"
"SSTR3","SSTR3","black","6753"
"SSTR4","SSTR4","turquoise","6754"
"SSX2IP","SSX2IP","turquoise","117178"
"ST14","ST14","blue","6768"
"ST18","ST18","yellow","9705"
"ST6GAL2","ST6GAL2","turquoise","84620"
"ST6GALNAC1","ST6GALNAC1","grey","55808"
"ST6GALNAC2","ST6GALNAC2","brown","10610"
"ST6GALNAC5","ST6GALNAC5","turquoise","81849"
"ST8SIA2","ST8SIA2","turquoise","8128"
"ST8SIA3","ST8SIA3","turquoise","51046"
"ST8SIA5","ST8SIA5","turquoise","29906"
"ST8SIA6","ST8SIA6","blue","338596"
"STAB1","STAB1","green","23166"
"STAB2","STAB2","brown","55576"
"STAC","STAC","grey","6769"
"STAC2","STAC2","black","342667"
"STAMBPL1","STAMBPL1","turquoise","57559"
"STAR","STAR","turquoise","6770"
"STARD8","STARD8","blue","9754"
"STARD9","STARD9","yellow","57519"
"STAT4","STAT4","turquoise","6775"
"STAT5A","STAT5A","green","6776"
"STC1","STC1","blue","6781"
"STC2","STC2","blue","8614"
"STEAP1","STEAP1","turquoise","26872"
"STEAP1B","STEAP1B","yellow","256227"
"STEAP2","STEAP2","turquoise","261729"
"STEAP3","STEAP3","green","55240"
"STEAP4","STEAP4","blue","79689"
"STK17B","STK17B","blue","9262"
"STK31","STK31","grey","56164"
"STMN2","STMN2","turquoise","11075"
"STMN3","STMN3","black","50861"
"STOM","STOM","blue","2040"
"STON1","STON1","green","11037"
"STON2","STON2","brown","85439"
"STPG2","STPG2","grey","285555"
"STRA6","STRA6","grey","64220"
"STRC","STRC","brown","161497"
"STRIP1","STRIP1","red","85369"
"STRIP2","STRIP2","turquoise","57464"
"STS","STS","turquoise","412"
"STX11","STX11","blue","8676"
"STX19","STX19","grey","415117"
"STX1A","STX1A","turquoise","6804"
"STX1B","STX1B","black","112755"
"STXBP1","STXBP1","turquoise","6812"
"STXBP2","STXBP2","brown","6813"
"STXBP5","STXBP5","turquoise","134957"
"STXBP5L","STXBP5L","turquoise","9515"
"STYK1","STYK1","turquoise","55359"
"SULF1","SULF1","turquoise","23213"
"SULT1A2","SULT1A2","brown","6799"
"SULT1C2","SULT1C2","green","6819"
"SULT1C4","SULT1C4","blue","27233"
"SULT2B1","SULT2B1","grey","6820"
"SULT4A1","SULT4A1","turquoise","25830"
"SUN2","SUN2","yellow","25777"
"SUSD1","SUSD1","turquoise","64420"
"SUSD2","SUSD2","blue","56241"
"SUSD3","SUSD3","green","203328"
"SUSD4","SUSD4","turquoise","55061"
"SUSD5","SUSD5","turquoise","26032"
"SUV420H2","SUV420H2","brown",NA
"SV2B","SV2B","turquoise","9899"
"SV2C","SV2C","red","22987"
"SVEP1","SVEP1","yellow","79987"
"SVIL","SVIL","blue","6840"
"SVOP","SVOP","turquoise","55530"
"SYBU","SYBU","turquoise","55638"
"SYCE1","SYCE1","turquoise","93426"
"SYCE1L","SYCE1L","grey","100130958"
"SYDE1","SYDE1","blue","85360"
"SYK","SYK","green","6850"
"SYN1","SYN1","black","6853"
"SYN3","SYN3","red","8224"
"SYNDIG1L","SYNDIG1L","black","646658"
"SYNE3","SYNE3","yellow","161176"
"SYNGR1","SYNGR1","turquoise","9145"
"SYNGR2","SYNGR2","yellow","9144"
"SYNGR3","SYNGR3","turquoise","9143"
"SYNJ1","SYNJ1","turquoise","8867"
"SYNJ2","SYNJ2","yellow","8871"
"SYNPO","SYNPO","black","11346"
"SYNPO2","SYNPO2","turquoise","171024"
"SYNPO2L","SYNPO2L","brown","79933"
"SYNPR","SYNPR","turquoise","132204"
"SYP","SYP","turquoise","6855"
"SYPL2","SYPL2","brown","284612"
"SYS1-DBNDD2","SYS1-DBNDD2","turquoise","767557"
"SYT1","SYT1","turquoise","6857"
"SYT10","SYT10","turquoise","341359"
"SYT12","SYT12","turquoise","91683"
"SYT13","SYT13","turquoise","57586"
"SYT15","SYT15","red","83849"
"SYT16","SYT16","turquoise","83851"
"SYT2","SYT2","black","127833"
"SYT3","SYT3","black","84258"
"SYT4","SYT4","turquoise","6860"
"SYT5","SYT5","black","6861"
"SYT7","SYT7","black","9066"
"SYTL1","SYTL1","brown","84958"
"SYTL3","SYTL3","green","94120"
"SYTL4","SYTL4","blue","94121"
"SYTL5","SYTL5","turquoise","94122"
"TAC1","TAC1","turquoise","6863"
"TAC3","TAC3","turquoise","6866"
"TACR1","TACR1","red","6869"
"TACR2","TACR2","turquoise","6865"
"TACR3","TACR3","yellow","6870"
"TAF7L","TAF7L","turquoise","54457"
"TAGLN","TAGLN","blue","6876"
"TAGLN2","TAGLN2","blue","8407"
"TAGLN3","TAGLN3","turquoise","29114"
"TAL1","TAL1","brown","6886"
"TAP1","TAP1","blue","6890"
"TARBP1","TARBP1","turquoise","6894"
"TAS2R14","TAS2R14","yellow","50840"
"TAS2R20","TAS2R20","yellow","259295"
"TAS2R5","TAS2R5","grey","54429"
"TASP1","TASP1","turquoise","55617"
"TBC1D10C","TBC1D10C","grey","374403"
"TBC1D2","TBC1D2","yellow","55357"
"TBC1D26","TBC1D26","red","353149"
"TBC1D29","TBC1D29","yellow",NA
"TBC1D30","TBC1D30","turquoise","23329"
"TBC1D5","TBC1D5","red","9779"
"TBC1D9","TBC1D9","turquoise","23158"
"TBKBP1","TBKBP1","brown","9755"
"TBR1","TBR1","turquoise","10716"
"TBX1","TBX1","blue","6899"
"TBX15","TBX15","blue","6913"
"TBX18","TBX18","blue","9096"
"TBX19","TBX19","brown","9095"
"TBX2","TBX2","blue","6909"
"TBX3","TBX3","blue","6926"
"TBX6","TBX6","brown","6911"
"TBXA2R","TBXA2R","blue","6915"
"TBXAS1","TBXAS1","green","6916"
"TC2N","TC2N","turquoise","123036"
"TCAP","TCAP","brown","8557"
"TCEAL6","TCEAL6","turquoise","158931"
"TCERG1L","TCERG1L","turquoise","256536"
"TCF15","TCF15","brown","6939"
"TCF19","TCF19","green","6941"
"TCF7L1","TCF7L1","brown","83439"
"TCHH","TCHH","turquoise","7062"
"TCIRG1","TCIRG1","green","10312"
"TCN2","TCN2","blue","6948"
"TCP11L2","TCP11L2","yellow","255394"
"TCTE3","TCTE3","yellow",NA
"TCTEX1D1","TCTEX1D1","turquoise",NA
"TDGF1","TDGF1","grey",NA
"TDO2","TDO2","turquoise","6999"
"TDRD1","TDRD1","grey","56165"
"TDRD10","TDRD10","blue","126668"
"TDRD12","TDRD12","grey","91646"
"TDRD5","TDRD5","turquoise","163589"
"TDRD9","TDRD9","grey","122402"
"TEAD2","TEAD2","blue","8463"
"TEAD3","TEAD3","blue","7005"
"TEAD4","TEAD4","blue","7004"
"TEC","TEC","blue","7006"
"TEKT1","TEKT1","grey","83659"
"TEKT2","TEKT2","brown","27285"
"TEKT3","TEKT3","grey","64518"
"TEKT4","TEKT4","brown","150483"
"TEKT5","TEKT5","brown","146279"
"TENC1","TENC1","brown",NA
"TENM1","TENM1","turquoise","10178"
"TENM2","TENM2","turquoise","57451"
"TENM3","TENM3","turquoise","55714"
"TES","TES","blue","26136"
"TESK2","TESK2","yellow","10420"
"TESPA1","TESPA1","turquoise","9840"
"TET1","TET1","yellow","80312"
"TEX14","TEX14","yellow","56155"
"TEX15","TEX15","grey","56154"
"TEX26","TEX26","grey","122046"
"TEX29","TEX29","black","121793"
"TEX9","TEX9","red","374618"
"TF","TF","yellow","7018"
"TFAP2A","TFAP2A","blue","7020"
"TFAP2C","TFAP2C","brown","7022"
"TFCP2L1","TFCP2L1","brown","29842"
"TFEB","TFEB","yellow","7942"
"TFEC","TFEC","green","22797"
"TFPI","TFPI","blue","7035"
"TFR2","TFR2","black","7036"
"TG","TG","brown","7038"
"TGFA","TGFA","yellow","7039"
"TGFB1","TGFB1","green","7040"
"TGFB1I1","TGFB1I1","blue","7041"
"TGFB2","TGFB2","blue","7042"
"TGFB3","TGFB3","yellow","7043"
"TGFBI","TGFBI","blue","7045"
"TGFBR2","TGFBR2","blue","7048"
"TGFBR3","TGFBR3","blue","7049"
"TGFBR3L","TGFBR3L","black","100507588"
"TGIF1","TGIF1","blue","7050"
"TGIF2","TGIF2","brown","60436"
"TGM1","TGM1","brown","7051"
"TGM2","TGM2","blue","7052"
"TGM3","TGM3","turquoise","7053"
"TH","TH","grey","7054"
"THBD","THBD","blue","7056"
"THBS1","THBS1","blue","7057"
"THBS2","THBS2","yellow","7058"
"THEG","THEG","turquoise",NA
"THEMIS","THEMIS","turquoise","387357"
"THEMIS2","THEMIS2","yellow","9473"
"THNSL2","THNSL2","yellow","55258"
"THPO","THPO","turquoise","7066"
"THRB","THRB","turquoise","7068"
"THSD4","THSD4","blue","79875"
"THSD7A","THSD7A","red","221981"
"THSD7B","THSD7B","turquoise","80731"
"THY1","THY1","turquoise","7070"
"TIAF1","TIAF1","brown",NA
"TIAM2","TIAM2","turquoise","26230"
"TIE1","TIE1","blue","7075"
"TIMP1","TIMP1","blue","7076"
"TINAGL1","TINAGL1","blue","64129"
"TJAP1","TJAP1","yellow","93643"
"TJP2","TJP2","yellow","9414"
"TJP3","TJP3","brown","27134"
"TK1","TK1","brown","7083"
"TLCD1","TLCD1","blue","116238"
"TLDC2","TLDC2","green","140711"
"TLL1","TLL1","turquoise","7092"
"TLN1","TLN1","green","7094"
"TLR1","TLR1","green","7096"
"TLR10","TLR10","green","81793"
"TLR2","TLR2","green","7097"
"TLR3","TLR3","green","7098"
"TLR4","TLR4","blue","7099"
"TLR5","TLR5","green","7100"
"TLR6","TLR6","green","10333"
"TLR7","TLR7","green","51284"
"TLX2","TLX2","black","3196"
"TM4SF1","TM4SF1","blue","4071"
"TM4SF18","TM4SF18","blue","116441"
"TMBIM1","TMBIM1","green","64114"
"TMC1","TMC1","grey","117531"
"TMC3","TMC3","turquoise","342125"
"TMC6","TMC6","yellow","11322"
"TMC7","TMC7","yellow","79905"
"TMC8","TMC8","green","147138"
"TMCC3","TMCC3","yellow","57458"
"TMEFF1","TMEFF1","red","8577"
"TMEM100","TMEM100","blue","55273"
"TMEM102","TMEM102","brown","284114"
"TMEM106A","TMEM106A","green","113277"
"TMEM110-MUSTN1","TMEM110-MUSTN1","brown",NA
"TMEM119","TMEM119","green","338773"
"TMEM125","TMEM125","yellow","128218"
"TMEM130","TMEM130","turquoise","222865"
"TMEM132D","TMEM132D","turquoise","121256"
"TMEM139","TMEM139","yellow","135932"
"TMEM140","TMEM140","yellow","55281"
"TMEM144","TMEM144","yellow","55314"
"TMEM150B","TMEM150B","brown","284417"
"TMEM150C","TMEM150C","red","441027"
"TMEM151B","TMEM151B","turquoise","441151"
"TMEM155","TMEM155","turquoise",NA
"TMEM156","TMEM156","green","80008"
"TMEM158","TMEM158","grey","25907"
"TMEM160","TMEM160","brown","54958"
"TMEM165","TMEM165","yellow","55858"
"TMEM17","TMEM17","turquoise","200728"
"TMEM171","TMEM171","yellow","134285"
"TMEM176A","TMEM176A","blue","55365"
"TMEM176B","TMEM176B","green","28959"
"TMEM178B","TMEM178B","turquoise","100507421"
"TMEM196","TMEM196","turquoise","256130"
"TMEM200A","TMEM200A","turquoise","114801"
"TMEM200B","TMEM200B","grey","399474"
"TMEM206","TMEM206","yellow",NA
"TMEM213","TMEM213","blue","155006"
"TMEM233","TMEM233","turquoise","387890"
"TMEM235","TMEM235","yellow","283999"
"TMEM249","TMEM249","brown",NA
"TMEM255B","TMEM255B","brown","348013"
"TMEM26","TMEM26","grey","219623"
"TMEM27","TMEM27","grey",NA
"TMEM30B","TMEM30B","grey","161291"
"TMEM31","TMEM31","brown","203562"
"TMEM35","TMEM35","turquoise",NA
"TMEM37","TMEM37","yellow","140738"
"TMEM38A","TMEM38A","turquoise","79041"
"TMEM45A","TMEM45A","blue","55076"
"TMEM52B","TMEM52B","turquoise","120939"
"TMEM63A","TMEM63A","yellow","9725"
"TMEM63C","TMEM63C","black","57156"
"TMEM67","TMEM67","turquoise","91147"
"TMEM71","TMEM71","blue","137835"
"TMEM74B","TMEM74B","black","55321"
"TMEM79","TMEM79","brown","84283"
"TMEM88B","TMEM88B","yellow",NA
"TMEM98","TMEM98","yellow","26022"
"TMIGD2","TMIGD2","brown","126259"
"TMPPE","TMPPE","red","643853"
"TMPRSS3","TMPRSS3","blue","64699"
"TMPRSS5","TMPRSS5","brown","80975"
"TMPRSS6","TMPRSS6","brown","164656"
"TMPRSS9","TMPRSS9","brown","360200"
"TMSB4Y","TMSB4Y","turquoise","9087"
"TMTC1","TMTC1","turquoise","83857"
"TMTC2","TMTC2","yellow","160335"
"TMTC4","TMTC4","yellow","84899"
"TNC","TNC","yellow","3371"
"TNFAIP3","TNFAIP3","blue","7128"
"TNFAIP6","TNFAIP6","yellow","7130"
"TNFAIP8","TNFAIP8","blue","25816"
"TNFAIP8L2","TNFAIP8L2","green","79626"
"TNFAIP8L3","TNFAIP8L3","turquoise","388121"
"TNFRSF10A","TNFRSF10A","blue","8797"
"TNFRSF10B","TNFRSF10B","blue","8795"
"TNFRSF10C","TNFRSF10C","blue","8794"
"TNFRSF10D","TNFRSF10D","blue","8793"
"TNFRSF11A","TNFRSF11A","turquoise","8792"
"TNFRSF11B","TNFRSF11B","blue","4982"
"TNFRSF12A","TNFRSF12A","blue","51330"
"TNFRSF18","TNFRSF18","grey","8784"
"TNFRSF1A","TNFRSF1A","blue","7132"
"TNFRSF1B","TNFRSF1B","green","7133"
"TNFRSF25","TNFRSF25","brown","8718"
"TNFRSF4","TNFRSF4","brown","7293"
"TNFSF10","TNFSF10","grey","8743"
"TNFSF13","TNFSF13","brown","8741"
"TNFSF18","TNFSF18","turquoise","8995"
"TNIP2","TNIP2","brown","79155"
"TNN","TNN","turquoise","63923"
"TNNC1","TNNC1","grey","7134"
"TNNT1","TNNT1","brown","7138"
"TNNT2","TNNT2","black","7139"
"TNNT3","TNNT3","black","7140"
"TNR","TNR","red","7143"
"TNS1","TNS1","green","7145"
"TNS3","TNS3","brown","64759"
"TNXB","TNXB","blue","7148"
"TOB2","TOB2","brown","10766"
"TOR4A","TOR4A","blue","54863"
"TOX","TOX","turquoise","9760"
"TOX2","TOX2","black","84969"
"TOX3","TOX3","turquoise","27324"
"TP53AIP1","TP53AIP1","brown","63970"
"TP53I11","TP53I11","turquoise","9537"
"TP53INP1","TP53INP1","yellow","94241"
"TP53INP2","TP53INP2","yellow","58476"
"TP53TG3D","TP53TG3D","grey","729264"
"TP53TG5","TP53TG5","yellow","27296"
"TPBG","TPBG","turquoise","7162"
"TPBGL","TPBGL","turquoise","100507050"
"TPD52L1","TPD52L1","brown","7164"
"TPH1","TPH1","grey","7166"
"TPH2","TPH2","turquoise","121278"
"TPM2","TPM2","blue","7169"
"TPO","TPO","brown","7173"
"TPPP3","TPPP3","yellow","51673"
"TPRN","TPRN","yellow","286262"
"TPSD1","TPSD1","brown","23430"
"TPTE2","TPTE2","turquoise","93492"
"TPX2","TPX2","turquoise","22974"
"TRABD2A","TRABD2A","turquoise","129293"
"TRAF1","TRAF1","brown","7185"
"TRAF3IP2","TRAF3IP2","blue","10758"
"TRAF4","TRAF4","yellow","9618"
"TRANK1","TRANK1","turquoise","9881"
"TRDN","TRDN","brown","10345"
"TREH","TREH","yellow","11181"
"TREM2","TREM2","green","54209"
"TREML1","TREML1","green","340205"
"TRH","TRH","turquoise","7200"
"TRHDE","TRHDE","turquoise","29953"
"TRIM17","TRIM17","black","51127"
"TRIM21","TRIM21","blue","6737"
"TRIM22","TRIM22","blue","10346"
"TRIM29","TRIM29","turquoise","23650"
"TRIM36","TRIM36","turquoise","55521"
"TRIM37","TRIM37","turquoise","4591"
"TRIM38","TRIM38","blue","10475"
"TRIM44","TRIM44","red","54765"
"TRIM47","TRIM47","brown","91107"
"TRIM5","TRIM5","blue","85363"
"TRIM54","TRIM54","turquoise","57159"
"TRIM56","TRIM56","green","81844"
"TRIM58","TRIM58","red","25893"
"TRIM59","TRIM59","yellow","286827"
"TRIM6","TRIM6","green","117854"
"TRIM71","TRIM71","red","131405"
"TRIM72","TRIM72","red","493829"
"TRIP10","TRIP10","brown","9322"
"TRIP13","TRIP13","turquoise","9319"
"TRNP1","TRNP1","turquoise","388610"
"TRPA1","TRPA1","turquoise","8989"
"TRPC3","TRPC3","turquoise","7222"
"TRPC4","TRPC4","grey","7223"
"TRPC5","TRPC5","turquoise","7224"
"TRPC6","TRPC6","turquoise","7225"
"TRPM3","TRPM3","red","80036"
"TRPM6","TRPM6","yellow","140803"
"TRPV1","TRPV1","yellow","7442"
"TRPV4","TRPV4","green","59341"
"TRPV5","TRPV5","yellow","56302"
"TRUB1","TRUB1","turquoise","142940"
"TSC22D4","TSC22D4","yellow","81628"
"TSKU","TSKU","blue","25987"
"TSPAN11","TSPAN11","brown","441631"
"TSPAN12","TSPAN12","blue","23554"
"TSPAN13","TSPAN13","turquoise","27075"
"TSPAN15","TSPAN15","yellow","23555"
"TSPAN18","TSPAN18","grey","90139"
"TSPAN19","TSPAN19","yellow","144448"
"TSPAN2","TSPAN2","turquoise","10100"
"TSPAN32","TSPAN32","grey","10077"
"TSPAN7","TSPAN7","turquoise","7102"
"TSPAN8","TSPAN8","yellow","7103"
"TSPEAR","TSPEAR","brown","54084"
"TSPO","TSPO","brown","706"
"TSPYL1","TSPYL1","turquoise","7259"
"TSPYL6","TSPYL6","grey","388951"
"TSSK3","TSSK3","grey","81629"
"TSSK4","TSSK4","red","283629"
"TSSK6","TSSK6","brown","83983"
"TSTD1","TSTD1","turquoise","100131187"
"TSTD2","TSTD2","red","158427"
"TTC16","TTC16","grey","158248"
"TTC34","TTC34","red","100287898"
"TTC38","TTC38","brown","55020"
"TTC39A","TTC39A","turquoise","22996"
"TTC39B","TTC39B","turquoise","158219"
"TTC39C","TTC39C","turquoise","125488"
"TTC9","TTC9","turquoise","23508"
"TTC9B","TTC9B","black","148014"
"TTLL11","TTLL11","yellow","158135"
"TTLL6","TTLL6","grey","284076"
"TTPA","TTPA","grey","7274"
"TTR","TTR","blue","7276"
"TTYH2","TTYH2","yellow","94015"
"TUBA1B","TUBA1B","black","10376"
"TUBA1C","TUBA1C","brown","84790"
"TUBA4A","TUBA4A","black","7277"
"TUBA8","TUBA8","black","51807"
"TUBB2A","TUBB2A","turquoise","7280"
"TUBB2B","TUBB2B","blue","347733"
"TUBB3","TUBB3","red","10381"
"TUBB6","TUBB6","blue","84617"
"TULP2","TULP2","red","7288"
"TULP3","TULP3","brown","7289"
"TUSC3","TUSC3","turquoise","7991"
"TUSC5","TUSC5","brown",NA
"TWIST1","TWIST1","blue","7291"
"TXK","TXK","red","7294"
"TXNDC5","TXNDC5","green","81567"
"TXNIP","TXNIP","green","10628"
"TYMP","TYMP","green","1890"
"TYMS","TYMS","yellow","7298"
"TYROBP","TYROBP","green","7305"
"TYRP1","TYRP1","turquoise","7306"
"U82695","U82695.9","yellow",NA
"UACA","UACA","yellow","55075"
"UAP1L1","UAP1L1","yellow","91373"
"UBASH3B","UBASH3B","turquoise","84959"
"UBE2QL1","UBE2QL1","turquoise","134111"
"UBE2T","UBE2T","turquoise","29089"
"UBXN10","UBXN10","turquoise","127733"
"UCHL1","UCHL1","turquoise","7345"
"UCN","UCN","brown","7349"
"UCP2","UCP2","green","7351"
"UCP3","UCP3","brown","7352"
"UGT8","UGT8","yellow","7368"
"ULBP1","ULBP1","grey","80329"
"ULBP2","ULBP2","grey","80328"
"ULBP3","ULBP3","red","79465"
"ULK4","ULK4","grey","54986"
"UMODL1","UMODL1","grey","89766"
"UNC13A","UNC13A","turquoise","23025"
"UNC13C","UNC13C","turquoise","440279"
"UNC13D","UNC13D","brown","201294"
"UNC5A","UNC5A","black","90249"
"UNC5B","UNC5B","yellow","219699"
"UNC5CL","UNC5CL","yellow","222643"
